date,value
"2017,5,2,13,14,31",34.08
"2017,5,2,13,15,1",34.08
"2017,5,2,13,15,31",34.08
"2017,5,2,13,16,1",34.08
"2017,5,2,13,16,31",34.12
"2017,5,2,13,17,1",34.12
"2017,5,2,13,17,31",34.12
"2017,5,2,13,18,1",34.12
"2017,5,2,13,18,31",34.12
"2017,5,2,13,19,1",34.12
"2017,5,2,13,19,31",34.12
"2017,5,2,13,20,1",34.12
"2017,5,2,13,20,31",34.12
"2017,5,2,13,21,1",34.12
"2017,5,2,13,21,31",34.12
"2017,5,2,13,22,1",34.12
"2017,5,2,13,22,31",34.12
"2017,5,2,13,23,1",34.12
"2017,5,2,13,23,31",34.12
"2017,5,2,13,24,1",34.12
"2017,5,2,13,24,31",34.12
"2017,5,2,13,25,2",34.12
"2017,5,2,13,25,32",34.12
"2017,5,2,13,26,1",34.12
"2017,5,2,13,26,31",34.15
"2017,5,2,13,27,1",34.15
"2017,5,2,13,27,31",34.15
"2017,5,2,13,28,1",34.15
"2017,5,2,13,28,31",34.15
"2017,5,2,13,29,1",34.15
"2017,5,2,13,29,31",34.15
"2017,5,2,13,30,1",34.15
"2017,5,2,13,30,31",34.15
"2017,5,2,13,31,1",34.15
"2017,5,2,13,31,31",34.15
"2017,5,2,13,32,1",34.15
"2017,5,2,13,32,31",34.15
"2017,5,2,13,33,1",34.15
"2017,5,2,13,33,31",34.15
"2017,5,2,13,34,2",34.15
"2017,5,2,13,34,32",34.15
"2017,5,2,13,35,1",34.15
"2017,5,2,13,35,31",34.15
"2017,5,2,13,36,1",34.15
"2017,5,2,13,36,31",34.14
"2017,5,2,13,37,1",34.14
"2017,5,2,13,37,31",34.14
"2017,5,2,13,38,1",34.14
"2017,5,2,13,38,31",34.14
"2017,5,2,13,39,1",34.14
"2017,5,2,13,39,31",34.14
"2017,5,2,13,40,1",34.14
"2017,5,2,13,40,31",34.14
"2017,5,2,13,41,1",34.14
"2017,5,2,13,41,31",34.14
"2017,5,2,13,42,1",34.14
"2017,5,2,13,42,31",34.14
"2017,5,2,13,43,1",34.14
"2017,5,2,13,43,31",34.14
"2017,5,2,13,44,1",34.14
"2017,5,2,13,44,31",34.14
"2017,5,2,13,45,1",34.14
"2017,5,2,13,45,31",34.14
"2017,5,2,13,46,1",34.14
"2017,5,2,13,46,31",34.18
"2017,5,2,13,47,1",34.18
"2017,5,2,13,47,31",34.18
"2017,5,2,13,48,1",34.18
"2017,5,2,13,48,31",34.18
"2017,5,2,13,49,1",34.18
"2017,5,2,13,49,31",34.18
"2017,5,2,13,50,1",34.18
"2017,5,2,13,50,31",34.18
"2017,5,2,13,51,1",34.18
"2017,5,2,13,51,31",34.18
"2017,5,2,13,52,1",34.18
"2017,5,2,13,52,31",34.18
"2017,5,2,13,53,1",34.18
"2017,5,2,13,53,31",34.18
"2017,5,2,13,54,1",34.18
"2017,5,2,13,54,31",34.18
"2017,5,2,13,55,1",34.18
"2017,5,2,13,55,31",34.18
"2017,5,2,13,56,1",34.18
"2017,5,2,13,56,31",34.18
"2017,5,2,13,57,1",34.19
"2017,5,2,13,57,31",34.19
"2017,5,2,13,58,1",34.19
"2017,5,2,13,58,31",34.19
"2017,5,2,13,59,1",34.19
"2017,5,2,13,59,31",34.19
"2017,5,2,14,0,1",34.19
"2017,5,2,14,0,31",34.19
"2017,5,2,14,1,1",34.19
"2017,5,2,14,1,31",34.19
"2017,5,2,14,2,1",34.19
"2017,5,2,14,2,31",34.19
"2017,5,2,14,3,1",34.19
"2017,5,2,14,3,31",34.19
"2017,5,2,14,4,1",34.19
"2017,5,2,14,4,31",34.19
"2017,5,2,14,5,1",34.19
"2017,5,2,14,5,31",34.19
"2017,5,2,14,6,1",34.19
"2017,5,2,14,6,31",34.16
"2017,5,2,14,7,1",34.16
"2017,5,2,14,7,31",34.16
"2017,5,2,14,8,1",34.16
"2017,5,2,14,8,31",34.16
"2017,5,2,14,9,1",34.16
"2017,5,2,14,9,31",34.16
"2017,5,2,14,10,1",34.16
"2017,5,2,14,10,31",34.16
"2017,5,2,14,11,1",34.16
"2017,5,2,14,11,31",34.16
"2017,5,2,14,12,1",34.16
"2017,5,2,14,12,31",34.16
"2017,5,2,14,13,1",34.16
"2017,5,2,14,13,31",34.16
"2017,5,2,14,14,1",34.16
"2017,5,2,14,14,31",34.16
"2017,5,2,14,15,1",34.16
"2017,5,2,14,15,31",34.16
"2017,5,2,14,16,1",34.16
"2017,5,2,14,16,31",34.23
"2017,5,2,14,17,1",34.23
"2017,5,2,14,17,31",34.23
"2017,5,2,14,18,1",34.23
"2017,5,2,14,18,31",34.23
"2017,5,2,14,19,1",34.23
"2017,5,2,14,19,31",34.23
"2017,5,2,14,20,1",34.23
"2017,5,2,14,20,31",34.23
"2017,5,2,14,21,1",34.23
"2017,5,2,14,21,31",34.23
"2017,5,2,14,22,1",34.23
"2017,5,2,14,22,31",34.23
"2017,5,2,14,23,1",34.23
"2017,5,2,14,23,31",34.23
"2017,5,2,14,24,1",34.23
"2017,5,2,14,24,31",34.23
"2017,5,2,14,25,1",34.23
"2017,5,2,14,25,31",34.23
"2017,5,2,14,26,1",34.23
"2017,5,2,14,26,31",34.23
"2017,5,2,14,27,1",34.23
"2017,5,2,14,27,31",34.23
"2017,5,2,14,28,1",34.23
"2017,5,2,14,28,31",34.23
"2017,5,2,14,29,1",34.23
"2017,5,2,14,29,31",34.23
"2017,5,2,14,30,1",34.23
"2017,5,2,14,30,31",34.23
"2017,5,2,14,31,1",34.23
"2017,5,2,14,31,31",34.23
"2017,5,2,14,32,1",34.23
"2017,5,2,14,32,31",34.23
"2017,5,2,14,33,1",34.23
"2017,5,2,14,33,31",34.23
"2017,5,2,14,34,1",34.23
"2017,5,2,14,34,31",34.23
"2017,5,2,14,35,1",34.23
"2017,5,2,14,35,31",34.23
"2017,5,2,14,36,1",34.23
"2017,5,2,14,36,31",34.26
"2017,5,2,14,37,1",34.26
"2017,5,2,14,37,31",34.26
"2017,5,2,14,38,1",34.26
"2017,5,2,14,38,31",34.26
"2017,5,2,14,39,1",34.26
"2017,5,2,14,39,31",34.26
"2017,5,2,14,40,1",34.26
"2017,5,2,14,40,31",34.26
"2017,5,2,14,41,1",34.26
"2017,5,2,14,41,31",34.26
"2017,5,2,14,42,1",34.26
"2017,5,2,14,42,31",34.26
"2017,5,2,14,43,1",34.26
"2017,5,2,14,43,31",34.26
"2017,5,2,14,44,1",34.26
"2017,5,2,14,44,31",34.26
"2017,5,2,14,45,1",34.26
"2017,5,2,14,45,31",34.26
"2017,5,2,14,46,1",34.26
"2017,5,2,14,46,31",34.29
"2017,5,2,14,47,1",34.29
"2017,5,2,14,47,31",34.29
"2017,5,2,14,48,1",34.29
"2017,5,2,14,48,31",34.29
"2017,5,2,14,49,1",34.29
"2017,5,2,14,49,31",34.29
"2017,5,2,14,50,1",34.29
"2017,5,2,14,50,31",34.29
"2017,5,2,14,51,1",34.29
"2017,5,2,14,51,31",34.29
"2017,5,2,14,52,1",34.29
"2017,5,2,14,52,31",34.29
"2017,5,2,14,53,1",34.29
"2017,5,2,14,53,31",34.29
"2017,5,2,14,54,1",34.29
"2017,5,2,14,54,31",34.29
"2017,5,2,14,55,2",34.29
"2017,5,2,14,55,32",34.29
"2017,5,2,14,56,1",34.29
"2017,5,2,14,56,31",34.29
"2017,5,2,14,57,1",34.23
"2017,5,2,14,57,31",34.23
"2017,5,2,14,58,1",34.23
"2017,5,2,14,58,31",34.23
"2017,5,2,14,59,1",34.23
"2017,5,2,14,59,31",34.23
"2017,5,2,15,0,1",34.23
"2017,5,2,15,0,31",34.23
"2017,5,2,15,1,2",34.23
"2017,5,2,15,1,32",34.23
"2017,5,2,15,2,1",34.23
"2017,5,2,15,2,31",34.23
"2017,5,2,15,3,1",34.23
"2017,5,2,15,3,31",34.23
"2017,5,2,15,4,1",34.23
"2017,5,2,15,4,31",34.23
"2017,5,2,15,5,1",34.23
"2017,5,2,15,5,31",34.23
"2017,5,2,15,6,1",34.23
"2017,5,2,15,6,31",34.24
"2017,5,2,15,7,1",34.24
"2017,5,2,15,7,31",34.24
"2017,5,2,15,8,1",34.24
"2017,5,2,15,8,31",34.24
"2017,5,2,15,9,1",34.24
"2017,5,2,15,9,31",34.24
"2017,5,2,15,10,1",34.24
"2017,5,2,15,10,31",34.24
"2017,5,2,15,11,1",34.24
"2017,5,2,15,11,31",34.24
"2017,5,2,15,12,1",34.24
"2017,5,2,15,12,31",34.24
"2017,5,2,15,13,1",34.24
"2017,5,2,15,13,31",34.24
"2017,5,2,15,14,1",34.24
"2017,5,2,15,14,31",34.24
"2017,5,2,15,15,1",34.24
"2017,5,2,15,15,31",34.24
"2017,5,2,15,16,1",34.24
"2017,5,2,15,16,31",34.24
"2017,5,2,15,17,1",34.24
"2017,5,2,15,17,31",34.24
"2017,5,2,15,18,1",34.24
"2017,5,2,15,18,31",34.24
"2017,5,2,15,19,1",34.24
"2017,5,2,15,19,31",34.24
"2017,5,2,15,20,1",34.24
"2017,5,2,15,20,31",34.24
"2017,5,2,15,21,1",34.24
"2017,5,2,15,21,31",34.24
"2017,5,2,15,22,1",34.24
"2017,5,2,15,22,31",34.24
"2017,5,2,15,23,1",34.24
"2017,5,2,15,23,31",34.24
"2017,5,2,15,24,1",34.24
"2017,5,2,15,24,31",34.24
"2017,5,2,15,25,1",34.24
"2017,5,2,15,25,31",34.24
"2017,5,2,15,26,1",34.24
"2017,5,2,15,26,31",34.28
"2017,5,2,15,27,1",34.28
"2017,5,2,15,27,31",34.28
"2017,5,2,15,28,1",34.28
"2017,5,2,15,28,31",34.28
"2017,5,2,15,29,1",34.28
"2017,5,2,15,29,31",34.28
"2017,5,2,15,30,1",34.28
"2017,5,2,15,30,31",34.28
"2017,5,2,15,31,1",34.28
"2017,5,2,15,31,31",34.28
"2017,5,2,15,32,1",34.28
"2017,5,2,15,32,31",34.28
"2017,5,2,15,33,1",34.28
"2017,5,2,15,33,31",34.28
"2017,5,2,15,34,1",34.28
"2017,5,2,15,34,31",34.28
"2017,5,2,15,35,1",34.28
"2017,5,2,15,35,31",34.28
"2017,5,2,15,36,1",34.28
"2017,5,2,15,36,31",34.28
"2017,5,2,15,37,1",34.28
"2017,5,2,15,37,31",34.28
"2017,5,2,15,38,1",34.28
"2017,5,2,15,38,31",34.28
"2017,5,2,15,39,1",34.28
"2017,5,2,15,39,31",34.28
"2017,5,2,15,40,1",34.28
"2017,5,2,15,40,31",34.28
"2017,5,2,15,41,1",34.28
"2017,5,2,15,41,31",34.28
"2017,5,2,15,42,1",34.28
"2017,5,2,15,42,31",34.28
"2017,5,2,15,43,1",34.28
"2017,5,2,15,43,31",34.28
"2017,5,2,15,44,1",34.28
"2017,5,2,15,44,31",34.28
"2017,5,2,15,45,2",34.28
"2017,5,2,15,45,32",34.28
"2017,5,2,15,46,1",34.28
"2017,5,2,15,46,31",34.28
"2017,5,2,15,47,1",34.27
"2017,5,2,15,47,31",34.27
"2017,5,2,15,48,1",34.27
"2017,5,2,15,48,31",34.27
"2017,5,2,15,49,1",34.27
"2017,5,2,15,49,31",34.27
"2017,5,2,15,50,1",34.27
"2017,5,2,15,50,31",34.27
"2017,5,2,15,51,2",34.27
"2017,5,2,15,51,32",34.27
"2017,5,2,15,52,1",34.27
"2017,5,2,15,52,31",34.27
"2017,5,2,15,53,1",34.27
"2017,5,2,15,53,31",34.27
"2017,5,2,15,54,1",34.27
"2017,5,2,15,54,31",34.27
"2017,5,2,15,55,1",34.27
"2017,5,2,15,55,31",34.27
"2017,5,2,15,56,1",34.27
"2017,5,2,15,56,31",34.27
"2017,5,2,15,57,1",34.21
"2017,5,2,15,57,31",34.21
"2017,5,2,15,58,1",34.21
"2017,5,2,15,58,31",34.21
"2017,5,2,15,59,1",34.21
"2017,5,2,15,59,31",34.21
"2017,5,2,16,0,1",34.21
"2017,5,2,16,0,31",34.21
"2017,5,2,16,1,1",34.21
"2017,5,2,16,1,31",34.21
"2017,5,2,16,2,1",34.21
"2017,5,2,16,2,31",34.21
"2017,5,2,16,3,1",34.21
"2017,5,2,16,3,31",34.21
"2017,5,2,16,4,1",34.21
"2017,5,2,16,4,31",34.21
"2017,5,2,16,5,1",34.21
"2017,5,2,16,5,31",34.21
"2017,5,2,16,6,1",34.21
"2017,5,2,16,6,31",34.23
"2017,5,2,16,7,1",34.23
"2017,5,2,16,7,31",34.23
"2017,5,2,16,8,1",34.23
"2017,5,2,16,8,31",34.23
"2017,5,2,16,9,2",34.23
"2017,5,2,16,9,32",34.23
"2017,5,2,16,10,1",34.23
"2017,5,2,16,10,31",34.23
"2017,5,2,16,11,1",34.23
"2017,5,2,16,11,31",34.23
"2017,5,2,16,12,1",34.23
"2017,5,2,16,12,31",34.23
"2017,5,2,16,13,1",34.23
"2017,5,2,16,13,31",34.23
"2017,5,2,16,14,1",34.23
"2017,5,2,16,14,31",34.23
"2017,5,2,16,15,1",34.23
"2017,5,2,16,15,31",34.23
"2017,5,2,16,16,1",34.23
"2017,5,2,16,16,31",34.23
"2017,5,2,16,17,1",34.23
"2017,5,2,16,17,31",34.23
"2017,5,2,16,18,1",34.25
"2017,5,2,16,18,31",34.25
"2017,5,2,16,19,1",34.25
"2017,5,2,16,19,31",34.25
"2017,5,2,16,20,1",34.25
"2017,5,2,16,20,31",34.25
"2017,5,2,16,21,1",34.25
"2017,5,2,16,21,31",34.25
"2017,5,2,16,22,1",34.25
"2017,5,2,16,22,31",34.25
"2017,5,2,16,23,1",34.25
"2017,5,2,16,23,31",34.25
"2017,5,2,16,24,1",34.25
"2017,5,2,16,24,31",34.25
"2017,5,2,16,25,1",34.25
"2017,5,2,16,25,31",34.25
"2017,5,2,16,26,1",34.25
"2017,5,2,16,26,31",34.25
"2017,5,2,16,27,1",34.25
"2017,5,2,16,27,31",34.25
"2017,5,2,16,28,1",34.25
"2017,5,2,16,28,31",34.25
"2017,5,2,16,29,1",34.25
"2017,5,2,16,29,31",34.25
"2017,5,2,16,30,1",34.25
"2017,5,2,16,30,31",34.25
"2017,5,3,10,8,1",34.38
"2017,5,3,10,9,1",34.38
"2017,5,3,10,9,31",34.38
"2017,5,3,10,10,2",34.38
"2017,5,3,10,10,32",34.38
"2017,5,3,10,11,1",34.38
"2017,5,3,10,11,31",34.38
"2017,5,3,10,12,1",34.38
"2017,5,3,10,12,31",34.38
"2017,5,3,10,13,1",34.38
"2017,5,3,10,13,31",34.38
"2017,5,3,10,14,1",34.38
"2017,5,3,10,14,31",34.38
"2017,5,3,10,15,1",34.38
"2017,5,3,10,15,31",34.38
"2017,5,3,10,16,2",34.38
"2017,5,3,10,16,32",34.38
"2017,5,3,10,17,2",34.38
"2017,5,3,10,17,32",34.38
"2017,5,3,10,18,1",34.38
"2017,5,3,10,18,31",34.38
"2017,5,3,10,19,1",34.38
"2017,5,3,10,19,31",34.38
"2017,5,3,10,20,1",34.38
"2017,5,3,10,20,31",34.38
"2017,5,3,10,21,1",34.38
"2017,5,3,10,21,31",34.38
"2017,5,3,10,22,1",34.38
"2017,5,3,10,22,31",34.38
"2017,5,3,10,23,1",34.38
"2017,5,3,10,23,31",34.38
"2017,5,3,10,24,1",34.38
"2017,5,3,10,24,31",34.38
"2017,5,3,10,25,1",34.38
"2017,5,3,10,25,31",34.38
"2017,5,3,10,26,1",34.38
"2017,5,3,10,26,31",34.38
"2017,5,3,10,27,1",34.3
"2017,5,3,10,27,31",34.3
"2017,5,3,10,28,1",34.3
"2017,5,3,10,28,31",34.3
"2017,5,3,10,29,1",34.3
"2017,5,3,10,29,31",34.3
"2017,5,3,10,30,2",34.3
"2017,5,3,10,30,32",34.3
"2017,5,3,10,31,1",34.3
"2017,5,3,10,31,31",34.3
"2017,5,3,10,32,1",34.3
"2017,5,3,10,32,31",34.3
"2017,5,3,10,33,1",34.3
"2017,5,3,10,33,31",34.3
"2017,5,3,10,34,1",34.3
"2017,5,3,10,34,31",34.3
"2017,5,3,10,35,1",34.3
"2017,5,3,10,35,31",34.3
"2017,5,3,10,36,1",34.3
"2017,5,3,10,36,31",34.22
"2017,5,3,10,37,1",34.22
"2017,5,3,10,37,31",34.22
"2017,5,3,10,38,1",34.22
"2017,5,3,10,38,31",34.22
"2017,5,3,10,39,1",34.22
"2017,5,3,10,39,31",34.22
"2017,5,3,10,40,1",34.22
"2017,5,3,10,40,32",34.22
"2017,5,3,10,41,1",34.22
"2017,5,3,10,41,31",34.22
"2017,5,3,10,42,1",34.22
"2017,5,3,10,42,31",34.22
"2017,5,3,10,43,1",34.22
"2017,5,3,10,43,31",34.22
"2017,5,3,10,44,2",34.22
"2017,5,3,10,44,32",34.22
"2017,5,3,10,45,1",34.22
"2017,5,3,10,45,31",34.22
"2017,5,3,10,46,1",34.22
"2017,5,3,10,46,31",34.22
"2017,5,3,10,47,1",34.16
"2017,5,3,10,47,31",34.16
"2017,5,3,10,48,1",34.16
"2017,5,3,10,48,31",34.16
"2017,5,3,10,49,1",34.16
"2017,5,3,10,49,31",34.16
"2017,5,3,10,50,1",34.16
"2017,5,3,10,50,31",34.16
"2017,5,3,10,51,1",34.16
"2017,5,3,10,51,31",34.16
"2017,5,3,10,52,1",34.16
"2017,5,3,10,52,31",34.16
"2017,5,3,10,53,1",34.16
"2017,5,3,10,53,31",34.16
"2017,5,3,10,54,1",34.16
"2017,5,3,10,54,31",34.16
"2017,5,3,10,55,1",34.16
"2017,5,3,10,55,31",34.16
"2017,5,3,10,56,1",34.16
"2017,5,3,10,56,31",34.16
"2017,5,3,10,57,1",34.16
"2017,5,3,10,57,31",34.25
"2017,5,3,10,58,1",34.25
"2017,5,3,10,58,31",34.25
"2017,5,3,10,59,1",34.25
"2017,5,3,10,59,31",34.25
"2017,5,3,11,0,1",34.25
"2017,5,3,11,0,31",34.25
"2017,5,3,11,1,1",34.25
"2017,5,3,11,1,31",34.25
"2017,5,3,11,2,1",34.25
"2017,5,3,11,2,31",34.25
"2017,5,3,11,3,2",34.25
"2017,5,3,11,3,32",34.25
"2017,5,3,11,4,1",34.25
"2017,5,3,11,4,31",34.25
"2017,5,3,11,5,1",34.25
"2017,5,3,11,5,31",34.25
"2017,5,3,11,6,1",34.25
"2017,5,3,11,6,31",34.2
"2017,5,3,11,7,1",34.2
"2017,5,3,11,7,31",34.2
"2017,5,3,11,8,1",34.2
"2017,5,3,11,8,31",34.2
"2017,5,3,11,9,1",34.2
"2017,5,3,11,9,31",34.2
"2017,5,3,11,10,1",34.2
"2017,5,3,11,10,31",34.2
"2017,5,3,11,11,1",34.2
"2017,5,3,11,11,31",34.2
"2017,5,3,11,12,1",34.2
"2017,5,3,11,12,31",34.2
"2017,5,3,11,13,1",34.2
"2017,5,3,11,13,31",34.2
"2017,5,3,11,14,2",34.2
"2017,5,3,11,14,31",34.2
"2017,5,3,11,15,1",34.2
"2017,5,3,11,15,31",34.2
"2017,5,3,11,16,1",34.21
"2017,5,3,11,16,31",34.21
"2017,5,3,11,17,1",34.21
"2017,5,3,11,17,31",34.21
"2017,5,3,11,18,1",34.21
"2017,5,3,11,18,31",34.21
"2017,5,3,11,19,1",34.21
"2017,5,3,11,19,32",34.21
"2017,5,3,11,20,1",34.21
"2017,5,3,11,20,31",34.21
"2017,5,3,11,21,1",34.21
"2017,5,3,11,21,31",34.21
"2017,5,3,11,22,1",34.21
"2017,5,3,11,22,31",34.21
"2017,5,3,11,23,1",34.21
"2017,5,3,11,23,31",34.21
"2017,5,3,11,24,1",34.21
"2017,5,3,11,24,31",34.21
"2017,5,3,11,25,1",34.21
"2017,5,3,11,25,31",34.21
"2017,5,3,11,26,1",34.21
"2017,5,3,11,26,31",34.23
"2017,5,3,11,27,1",34.23
"2017,5,3,11,27,31",34.23
"2017,5,3,11,28,1",34.23
"2017,5,3,11,28,31",34.23
"2017,5,3,11,29,1",34.23
"2017,5,3,11,29,31",34.23
"2017,5,3,11,30,2",34.23
"2017,5,3,11,30,32",34.23
"2017,5,3,11,31,1",34.23
"2017,5,3,11,31,31",34.23
"2017,5,3,11,32,1",34.23
"2017,5,3,11,32,31",34.23
"2017,5,3,11,33,1",34.23
"2017,5,3,11,33,31",34.23
"2017,5,3,11,34,1",34.23
"2017,5,3,11,34,31",34.23
"2017,5,3,11,35,1",34.23
"2017,5,3,11,35,31",34.23
"2017,5,3,11,36,1",34.23
"2017,5,3,11,36,31",34.25
"2017,5,3,11,37,2",34.25
"2017,5,3,11,37,32",34.25
"2017,5,3,11,38,2",34.25
"2017,5,3,11,38,32",34.25
"2017,5,3,11,39,1",34.25
"2017,5,3,11,39,31",34.25
"2017,5,3,11,40,1",34.25
"2017,5,3,11,40,31",34.25
"2017,5,3,11,41,1",34.25
"2017,5,3,11,41,31",34.25
"2017,5,3,11,42,1",34.25
"2017,5,3,11,42,31",34.25
"2017,5,3,11,43,1",34.25
"2017,5,3,11,43,31",34.25
"2017,5,3,11,44,1",34.25
"2017,5,3,11,44,31",34.25
"2017,5,3,11,45,1",34.25
"2017,5,3,11,45,31",34.25
"2017,5,3,11,46,1",34.25
"2017,5,3,11,46,31",34.25
"2017,5,3,11,47,1",34.25
"2017,5,3,11,47,31",34.18
"2017,5,3,11,48,1",34.18
"2017,5,3,11,48,31",34.18
"2017,5,3,11,49,1",34.18
"2017,5,3,11,49,31",34.18
"2017,5,3,11,50,1",34.18
"2017,5,3,11,50,31",34.18
"2017,5,3,11,51,1",34.18
"2017,5,3,11,51,31",34.18
"2017,5,3,11,52,1",34.18
"2017,5,3,11,52,31",34.18
"2017,5,3,11,53,1",34.18
"2017,5,3,11,53,31",34.18
"2017,5,3,11,54,2",34.18
"2017,5,3,11,54,32",34.18
"2017,5,3,11,55,1",34.18
"2017,5,3,11,55,31",34.18
"2017,5,3,11,56,1",34.18
"2017,5,3,11,56,31",34.18
"2017,5,3,11,57,1",34.18
"2017,5,3,11,57,31",34.2
"2017,5,3,11,58,1",34.2
"2017,5,3,11,58,31",34.2
"2017,5,3,11,59,1",34.2
"2017,5,3,11,59,31",34.2
"2017,5,3,12,0,1",34.2
"2017,5,3,12,0,31",34.2
"2017,5,3,12,1,1",34.2
"2017,5,3,12,1,31",34.2
"2017,5,3,12,2,1",34.2
"2017,5,3,12,2,31",34.2
"2017,5,3,12,3,1",34.2
"2017,5,3,12,3,31",34.2
"2017,5,3,12,4,1",34.2
"2017,5,3,12,4,31",34.2
"2017,5,3,12,5,1",34.2
"2017,5,3,12,5,31",34.2
"2017,5,3,12,6,1",34.2
"2017,5,3,12,6,31",34.2
"2017,5,3,12,7,1",34.18
"2017,5,3,12,7,31",34.18
"2017,5,3,12,8,1",34.18
"2017,5,3,12,8,31",34.18
"2017,5,3,12,9,1",34.18
"2017,5,3,12,9,31",34.18
"2017,5,3,12,10,1",34.18
"2017,5,3,12,10,31",34.18
"2017,5,3,12,11,1",34.18
"2017,5,3,12,11,31",34.18
"2017,5,3,12,12,1",34.18
"2017,5,3,12,12,31",34.18
"2017,5,3,12,13,1",34.18
"2017,5,3,12,13,31",34.18
"2017,5,3,12,14,1",34.18
"2017,5,3,12,14,31",34.18
"2017,5,3,12,15,2",34.18
"2017,5,3,12,15,32",34.18
"2017,5,3,12,16,1",34.18
"2017,5,3,12,16,31",34.18
"2017,5,3,12,17,1",34.25
"2017,5,3,12,17,31",34.25
"2017,5,3,12,18,2",34.25
"2017,5,3,12,18,32",34.25
"2017,5,3,12,19,1",34.25
"2017,5,3,12,19,31",34.25
"2017,5,3,12,20,1",34.25
"2017,5,3,12,20,31",34.25
"2017,5,3,12,21,1",34.25
"2017,5,3,12,21,31",34.25
"2017,5,3,12,23,1",34.25
"2017,5,3,12,23,31",34.25
"2017,5,3,12,24,1",34.25
"2017,5,3,12,24,31",34.25
"2017,5,3,12,25,1",34.25
"2017,5,3,12,25,31",34.25
"2017,5,3,12,26,1",34.25
"2017,5,3,12,26,31",34.25
"2017,5,3,12,27,1",34.26
"2017,5,3,12,27,31",34.26
"2017,5,3,12,28,1",34.26
"2017,5,3,12,28,31",34.26
"2017,5,3,12,29,1",34.26
"2017,5,3,12,29,31",34.26
"2017,5,3,12,30,1",34.26
"2017,5,3,12,30,31",34.26
"2017,5,3,12,31,1",34.26
"2017,5,3,12,31,31",34.26
"2017,5,3,12,32,1",34.26
"2017,5,3,12,32,31",34.26
"2017,5,3,12,33,1",34.26
"2017,5,3,12,33,31",34.26
"2017,5,3,12,34,1",34.26
"2017,5,3,12,34,31",34.26
"2017,5,3,12,35,1",34.26
"2017,5,3,12,35,31",34.26
"2017,5,3,12,36,1",34.26
"2017,5,3,12,36,31",34.26
"2017,5,3,12,37,1",34.26
"2017,5,3,12,37,31",34.27
"2017,5,3,12,38,1",34.27
"2017,5,3,12,38,31",34.27
"2017,5,3,12,39,1",34.27
"2017,5,3,12,39,31",34.27
"2017,5,3,12,40,1",34.27
"2017,5,3,12,40,31",34.27
"2017,5,3,12,41,2",34.27
"2017,5,3,12,41,31",34.27
"2017,5,3,12,42,1",34.27
"2017,5,3,12,42,31",34.27
"2017,5,3,12,43,1",34.27
"2017,5,3,12,43,31",34.27
"2017,5,3,12,44,1",34.27
"2017,5,3,12,44,31",34.27
"2017,5,3,12,45,1",34.27
"2017,5,3,12,45,31",34.27
"2017,5,3,12,46,1",34.27
"2017,5,3,12,46,31",34.27
"2017,5,3,12,47,1",34.28
"2017,5,3,12,47,31",34.28
"2017,5,3,12,48,2",34.28
"2017,5,3,12,48,32",34.28
"2017,5,3,12,49,1",34.28
"2017,5,3,12,49,31",34.28
"2017,5,3,12,50,1",34.28
"2017,5,3,12,50,31",34.28
"2017,5,3,12,51,1",34.28
"2017,5,3,12,51,31",34.28
"2017,5,3,12,52,1",34.28
"2017,5,3,12,52,31",34.28
"2017,5,3,12,53,1",34.28
"2017,5,3,12,53,31",34.28
"2017,5,3,12,54,1",34.28
"2017,5,3,12,54,31",34.28
"2017,5,3,12,55,1",34.28
"2017,5,3,12,55,31",34.28
"2017,5,3,12,56,1",34.28
"2017,5,3,12,56,31",34.28
"2017,5,3,12,57,1",34.31
"2017,5,3,12,57,31",34.31
"2017,5,3,12,58,1",34.31
"2017,5,3,12,58,31",34.31
"2017,5,3,12,59,1",34.31
"2017,5,3,12,59,31",34.31
"2017,5,3,13,0,1",34.31
"2017,5,3,13,0,31",34.31
"2017,5,3,13,1,2",34.31
"2017,5,3,13,1,32",34.31
"2017,5,3,13,2,1",34.31
"2017,5,3,13,2,31",34.31
"2017,5,3,13,3,1",34.31
"2017,5,3,13,3,31",34.31
"2017,5,3,13,4,1",34.31
"2017,5,3,13,4,31",34.31
"2017,5,3,13,5,1",34.31
"2017,5,3,13,5,31",34.31
"2017,5,3,13,6,1",34.31
"2017,5,3,13,6,31",34.31
"2017,5,3,13,7,1",34.31
"2017,5,3,13,7,31",34.31
"2017,5,3,13,8,1",34.31
"2017,5,3,13,8,31",34.31
"2017,5,3,13,9,1",34.31
"2017,5,3,13,9,31",34.31
"2017,5,3,13,10,1",34.31
"2017,5,3,13,10,31",34.31
"2017,5,3,13,11,1",34.31
"2017,5,3,13,11,31",34.31
"2017,5,3,13,12,1",34.31
"2017,5,3,13,12,31",34.31
"2017,5,3,13,13,1",34.31
"2017,5,3,13,13,31",34.31
"2017,5,3,13,14,1",34.31
"2017,5,3,13,14,31",34.31
"2017,5,3,13,15,2",34.31
"2017,5,3,13,15,32",34.31
"2017,5,3,13,16,1",34.31
"2017,5,3,13,16,31",34.3
"2017,5,3,13,17,1",34.3
"2017,5,3,13,17,31",34.3
"2017,5,3,13,18,1",34.3
"2017,5,3,13,18,31",34.3
"2017,5,3,13,19,1",34.3
"2017,5,3,13,19,31",34.3
"2017,5,3,13,20,1",34.3
"2017,5,3,13,20,31",34.3
"2017,5,3,13,21,2",34.3
